Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Age,Property Type,Property Location,Co-Applicant,Property Price
m,58,3119.92,low,working,laborers,semi-urban,162952.47,619.05,y,y,3,685.45,0,unpossessed,9,industrial,rural,1,252963.46
f,38,5633.93,low,working,hr staff,semi-urban,66129.71,317.92,y,y,2,720.3,0,unpossessed,15,residential,rural,0,106097.03
m,63,3388.33,low,working,laborers,semi-urban,133400.32,624.16,y,y,3,713.16,0,unpossessed,9,residential,rural,1,230535.23
m,38,1510.72,low,working,security staff,semi-urban,127731.0,487.28,n,y,2,787.41,1,unpossessed,4,agriculture,rural,1,218431.37
f,23,3532.39,high,working,managers,semi-urban,106202.59,552.78,n,y,2,766.96,0,active,10,commercial,semi-urban,1,199073.11
m,37,1341.51,low,state servant,core staff,semi-urban,49626.5,326.62,n,n,2,791.25,0,inactive,4,commercial,rural,1,85504.39
m,18,2222.435,low,working,accountants,semi-urban,112547.06,302.43,n,n,2,626.49,0,active,6,industrial,urban,0,213686.07
f,18,2102.67,low,working,laborers,semi-urban,27396.4,145.54,y,y,2,785.27,0,inactive,6,industrial,rural,1,42731.13
m,22,4369.37,low,working,hr staff,semi-urban,62606.67,371.27,n,y,3,729.54,0,unpossessed,12,commercial,urban,1,104478.48
f,48,2222.435,high,working,high skill tech staff,urban,142916.19,417.23,n,y,2,785.84,0,inactive,6,industrial,urban,1,187025.03
m,62,2008.69,high,pensioner,hr staff,semi-urban,42189.03,226.85,n,y,2,779.65,0,active,6,residential,urban,1,68793.63
f,36,2069.98,low,commercial associate,sales staff,semi-urban,62175.25,295.86,n,y,1,715.13,1,active,6,industrial,semi-urban,1,90114.67
m,29,878.78,low,working,laborers,semi-urban,23682.62,107.21,n,n,2,628.31,1,inactive,2,agriculture,semi-urban,1,34049.35
m,60,1932.87,low,working,realty agents,semi-urban,73402.91,512.28,n,n,2,682.94,0,inactive,5,commercial,rural,1,104803.71
f,27,1668.77,low,working,medicine staff,semi-urban,93566.23,407.96,n,y,4,737.15,0,unpossessed,5,residential,rural,1,104088.18
m,52,1677.64,low,working,drivers,rural,92894.86,395.98,n,y,2,791.65,1,inactive,5,commercial,semi-urban,1,113803.19
f,18,3798.59,low,working,cooking staff,semi-urban,81887.95,656.62,n,y,1,666.66,0,active,10,commercial,rural,1,124855.27
m,18,2295.65,low,commercial associate,drivers,semi-urban,38040.68,366.2,y,n,2,739.82,0,unpossessed,6,agriculture,rural,1,47481.39
m,64,1637.27,high,pensioner,hr staff,semi-urban,69123.35,695.57,y,n,2,827.16,0,unpossessed,4,residential,urban,1,82791.67
f,19,2786.44,low,working,hr staff,semi-urban,78153.31,382.57,y,y,2,838.58,0,active,8,residential,rural,1,112663.56
m,19,2222.435,low,state servant,core staff,semi-urban,121390.76,440.38,n,y,3,785.04,0,unpossessed,6,commercial,rural,1,212974.06
m,61,1535.5,low,working,medicine staff,semi-urban,50824.97,406.7,n,y,2,791.34,0,active,4,residential,rural,1,74761.9
f,45,1447.74,low,working,accountants,rural,43377.84,229.47,y,y,2,818.33,0,inactive,4,industrial,rural,1,58668.15
f,49,2056.12,low,commercial associate,hr staff,semi-urban,38307.72,389.84,n,y,1,665.15,1,unpossessed,6,industrial,rural,1,70813.94
f,55,1316.43,low,working,laborers,urban,34217.44,164.88,n,y,1,706.74,0,inactive,4,industrial,semi-urban,1,51504.72
m,31,2541.85,low,state servant,medicine staff,semi-urban,188060.69,715.0,n,n,2,771.97,0,inactive,7,commercial,urban,1,309618.09
f,49,1833.96,low,working,hr staff,semi-urban,76148.17,568.83,y,y,3,730.69,0,unpossessed,5,commercial,semi-urban,1,91997.17
f,47,2204.68,low,commercial associate,laborers,urban,36868.85,269.91,n,y,2,709.81,0,inactive,6,residential,urban,1,67507.65
f,26,2884.97,low,working,security staff,semi-urban,195452.07,527.28,y,y,3,767.09,0,unpossessed,8,residential,rural,1,251512.56
f,33,1565.2,low,working,core staff,semi-urban,35038.07,191.98,n,y,2,769.73,0,unpossessed,4,agriculture,rural,0,41399.02
m,18,1589.48,low,working,accountants,semi-urban,61889.31,377.85,n,n,2,683.48,0,unpossessed,4,agriculture,semi-urban,1,109858.42
m,61,2222.435,low,state servant,core staff,semi-urban,27085.46,129.82,n,n,1,672.18,1,active,6,residential,semi-urban,1,37071.17
m,59,4490.84,low,commercial associate,laborers,urban,35093.65,159.11,y,y,3,785.96,1,unpossessed,12,agriculture,semi-urban,1,62521.12
f,19,4232.63,low,commercial associate,hr staff,urban,157797.64,628.49,y,y,2,808.18,1,unpossessed,12,agriculture,urban,1,235604.47
m,34,1220.0,low,state servant,medicine staff,rural,115142.95,310.05,n,y,2,765.13,0,active,3,industrial,urban,1,175872.06
f,28,1921.18,low,working,sales staff,semi-urban,16468.79,197.43,n,y,2,723.05,0,unpossessed,5,agriculture,urban,1,28692.18
f,63,2222.435,low,working,high skill tech staff,semi-urban,45590.57,233.07,n,n,3,698.88,0,active,6,industrial,semi-urban,1,53040.3
m,54,2222.435,low,working,managers,rural,33975.5,145.97,n,n,3,683.94,0,inactive,6,industrial,rural,1,40270.74
m,18,1256.15,high,working,accountants,semi-urban,77003.74,273.2,n,y,4,679.32,0,unpossessed,3,residential,rural,1,98569.83
f,25,960.22,low,working,sales staff,semi-urban,34291.86,207.0,n,n,4,724.08,0,active,3,commercial,rural,1,59632.73
m,25,1609.28,low,working,laborers,semi-urban,50859.79,190.71,n,n,1,638.5,1,inactive,4,residential,semi-urban,1,63361.91
m,34,2000.21,low,working,managers,semi-urban,53924.63,417.32,y,n,2,734.16,1,unpossessed,5,agriculture,rural,1,94466.14
f,18,3459.33,low,state servant,core staff,rural,49930.76,349.56,y,y,4,713.92,1,unpossessed,9,agriculture,semi-urban,1,63723.79
m,18,2455.48,low,working,sales staff,semi-urban,36425.86,321.98,y,y,3,684.48,0,unpossessed,7,agriculture,semi-urban,1,47795.1
f,61,3188.11,high,pensioner,hr staff,urban,127582.06,681.31,n,n,2,739.82,0,inactive,9,industrial,urban,1,217321.52
f,57,1863.74,low,working,cooking staff,semi-urban,118243.85,399.91,y,y,2,825.89,1,active,5,industrial,rural,1,188723.78
f,55,3374.61,low,working,managers,semi-urban,181129.96,765.56,n,y,1,743.93,0,unpossessed,9,residential,rural,1,252753.04
m,52,3582.12,low,commercial associate,managers,semi-urban,144809.41,760.51,n,y,1,739.82,0,inactive,10,commercial,rural,1,109993.61
f,60,2229.15,high,pensioner,hr staff,semi-urban,36870.24,141.53,n,y,2,837.77,0,active,6,residential,semi-urban,1,63042.8
f,52,2222.435,low,working,core staff,rural,57461.44,345.08,n,y,2,704.19,0,active,6,industrial,urban,1,70885.9
m,58,5591.24,low,working,managers,semi-urban,246419.09,1156.69,n,y,1,739.82,0,unpossessed,15,agriculture,semi-urban,1,424377.25
f,34,2469.02,low,commercial associate,security staff,semi-urban,68900.36,491.87,n,y,2,631.29,0,active,7,agriculture,semi-urban,1,126229.23
m,25,2228.3,low,commercial associate,laborers,semi-urban,151437.74,469.45,y,y,2,796.7,0,unpossessed,6,residential,urban,1,257521.38
m,28,1351.42,low,working,hr staff,semi-urban,43049.72,187.58,n,y,1,862.55,0,unpossessed,4,industrial,semi-urban,1,73179.09
m,40,2058.19,low,working,core staff,semi-urban,137083.1,537.9,n,y,1,767.83,0,active,6,commercial,semi-urban,1,206856.54
m,50,5427.76,low,working,sales staff,rural,187738.91,603.84,n,y,2,801.55,0,unpossessed,15,industrial,urban,1,276678.31
m,33,1258.11,low,working,sales staff,semi-urban,121672.9,752.09,y,n,3,683.26,0,active,3,residential,rural,1,190424.4
f,58,2791.99,low,working,core staff,semi-urban,113566.82,582.92,y,y,2,667.47,1,unpossessed,8,residential,urban,1,158577.12
f,33,3694.25,low,working,drivers,rural,95168.4,743.72,y,n,2,701.51,1,unpossessed,10,agriculture,semi-urban,0,177561.81
m,57,3529.7,low,commercial associate,managers,semi-urban,63510.46,841.66,y,n,2,767.63,0,active,10,residential,urban,1,91514.94
m,62,3463.43,low,state servant,high skill tech staff,semi-urban,183466.79,758.45,n,y,2,836.25,0,unpossessed,9,residential,urban,1,202380.61
f,28,1144.91,low,working,sales staff,semi-urban,16330.69,122.65,n,y,3,643.56,0,active,3,agriculture,semi-urban,1,28252.49
m,18,3701.47,low,working,managers,semi-urban,54139.62,415.92,y,n,3,741.38,0,active,10,commercial,urban,1,83125.55
m,28,1902.4,low,working,core staff,semi-urban,44553.46,255.62,n,y,1,723.04,0,inactive,5,commercial,rural,1,67010.73
m,28,1554.79,low,working,high skill tech staff,semi-urban,114030.47,368.16,n,y,3,730.97,0,inactive,4,residential,urban,1,149923.42
m,18,1292.08,low,working,high skill tech staff,rural,84096.9,410.11,n,n,2,777.2,1,inactive,4,agriculture,rural,1,93002.33
f,18,2306.24,low,commercial associate,managers,semi-urban,92634.54,249.52,n,y,1,751.89,0,active,6,commercial,rural,1,134161.26
m,65,2222.435,high,pensioner,hr staff,semi-urban,39071.72,189.5,n,y,2,789.28,0,active,6,commercial,semi-urban,0,52781.62
m,31,2222.435,low,commercial associate,laborers,rural,74788.15,543.45,n,y,1,645.82,0,inactive,6,industrial,rural,1,127439.07
f,23,1583.26,low,working,high skill tech staff,semi-urban,123937.83,375.75,n,n,3,770.76,0,inactive,4,residential,rural,1,174106.93
f,27,3507.74,low,commercial associate,laborers,urban,123752.71,639.15,n,y,2,750.11,0,unpossessed,10,residential,urban,1,216828.79
m,47,2222.435,high,working,laborers,rural,50231.29,193.48,n,n,1,742.34,1,inactive,6,industrial,urban,1,69751.52
m,18,2806.62,low,working,laborers,semi-urban,78140.04,433.42,y,n,2,641.03,1,unpossessed,8,commercial,urban,1,130694.74
f,22,987.3,low,commercial associate,sales staff,semi-urban,93570.13,311.63,n,n,4,662.54,0,unpossessed,3,residential,urban,1,163776.14
m,18,2475.78,low,working,high skill tech staff,semi-urban,132071.18,699.63,n,y,2,739.82,0,active,7,industrial,urban,1,109993.61
f,26,3463.8,low,working,laborers,semi-urban,85631.19,431.29,n,y,3,650.28,1,unpossessed,9,agriculture,rural,1,138660.19
f,39,2050.88,low,working,security staff,semi-urban,104452.04,476.89,y,n,3,677.45,1,active,6,commercial,urban,0,139399.78
f,26,1043.76,low,state servant,sales staff,semi-urban,70012.6,452.54,y,n,4,778.19,1,inactive,3,agriculture,semi-urban,1,100937.11
m,41,1600.67,low,commercial associate,core staff,semi-urban,82848.52,395.92,n,y,1,683.84,1,inactive,4,residential,semi-urban,0,123330.27
f,41,2222.435,low,working,hr staff,semi-urban,39994.71,286.09,n,y,1,709.58,0,active,6,residential,urban,1,63369.24
m,35,2133.19,low,working,laborers,semi-urban,52453.8,398.92,y,n,2,812.64,0,unpossessed,6,agriculture,rural,1,82436.6
f,27,2811.88,low,commercial associate,high skill tech staff,urban,78214.35,368.51,n,y,3,727.92,0,unpossessed,8,residential,rural,1,115334.39
m,18,2143.61,low,working,laborers,semi-urban,80986.11,415.85,n,n,1,737.73,0,inactive,6,agriculture,rural,1,134660.5
f,18,3125.61,low,working,drivers,semi-urban,34398.83,389.28,y,y,3,680.88,0,active,9,commercial,semi-urban,1,61967.65
m,44,2222.435,low,working,hr staff,urban,49099.98,324.41,n,y,4,764.36,0,active,6,agriculture,urban,1,60868.83
f,18,1729.33,low,state servant,hr staff,rural,86238.97,423.7,y,y,3,683.13,0,active,5,industrial,urban,1,121234.78
f,28,2518.88,low,commercial associate,hr staff,semi-urban,85637.32,383.74,y,n,2,739.82,0,unpossessed,7,commercial,rural,1,114249.77
f,39,3949.49,low,commercial associate,managers,semi-urban,291082.37,1070.88,y,y,4,742.93,0,unpossessed,11,industrial,rural,1,372800.28
m,61,1986.76,high,pensioner,hr staff,semi-urban,96616.07,359.05,n,y,2,714.24,0,inactive,5,agriculture,rural,0,148763.44
f,29,2405.64,high,working,security staff,semi-urban,51737.96,221.46,n,y,2,747.3,0,active,7,industrial,rural,1,81677.73
f,18,3977.75,low,working,managers,semi-urban,156542.09,605.67,y,n,2,687.96,0,unpossessed,11,residential,rural,1,278748.87
m,65,3476.24,high,pensioner,hr staff,semi-urban,38473.68,190.27,n,n,1,880.16,0,unpossessed,10,commercial,semi-urban,0,56609.45
m,53,2552.52,low,working,laborers,semi-urban,45999.21,225.9,y,y,2,745.58,0,unpossessed,7,industrial,rural,1,75750.43
m,44,1659.42,low,working,medicine staff,rural,75477.32,440.99,y,n,1,630.41,0,inactive,5,commercial,rural,1,86454.13
m,61,1299.0,low,commercial associate,sales staff,rural,40950.54,182.42,n,y,2,697.17,0,active,4,agriculture,semi-urban,1,67992.51
m,55,2510.47,low,working,hr staff,semi-urban,179546.11,475.64,n,y,4,669.91,0,active,7,industrial,rural,1,254362.17
f,20,2222.435,low,working,core staff,urban,230478.25,634.36,n,y,2,805.59,0,inactive,6,industrial,rural,1,344984.35
f,42,3244.74,low,working,managers,semi-urban,137551.59,535.22,n,n,1,762.99,1,active,9,commercial,rural,1,257381.3
f,42,4845.17,low,working,managers,semi-urban,96917.08,475.09,n,y,3,815.93,0,active,13,commercial,semi-urban,1,163703.49
f,33,1525.05,low,commercial associate,sales staff,semi-urban,95463.72,289.74,n,n,2,822.11,0,unpossessed,4,residential,urban,1,162862.33
m,34,1242.47,low,working,sales staff,semi-urban,32892.85,352.03,n,y,2,739.82,0,inactive,3,agriculture,semi-urban,1,54129.37
f,18,2222.435,high,working,laborers,semi-urban,81877.54,384.83,y,y,2,617.32,0,active,6,commercial,semi-urban,1,114376.12
f,62,3500.44,low,commercial associate,drivers,urban,86044.0,475.78,n,n,3,826.09,0,inactive,10,residential,rural,1,136336.53
m,48,2393.18,high,commercial associate,hr staff,semi-urban,79778.36,525.7,n,n,1,677.14,0,unpossessed,7,residential,rural,1,128316.06
f,28,2457.89,low,commercial associate,sales staff,semi-urban,70032.56,552.93,n,y,2,785.16,0,unpossessed,7,commercial,rural,1,121840.35
f,41,2425.62,low,commercial associate,sales staff,rural,82690.62,372.64,y,y,2,663.69,0,inactive,7,residential,rural,1,152010.32
f,32,3715.26,low,working,laborers,semi-urban,277116.07,848.73,n,y,2,818.17,0,active,10,residential,semi-urban,0,484930.15
f,30,1457.98,low,working,hr staff,semi-urban,166634.33,475.86,y,y,3,697.56,0,active,4,commercial,semi-urban,1,256742.69
f,54,3806.58,low,working,managers,rural,158433.32,658.68,n,n,1,864.91,0,active,10,agriculture,urban,1,259144.07
m,27,2222.435,low,working,medicine staff,semi-urban,120188.57,402.8,y,y,3,840.67,0,inactive,6,agriculture,urban,1,206505.08
f,23,3467.09,low,state servant,medicine staff,rural,108066.13,854.28,n,y,2,797.66,1,active,9,commercial,semi-urban,1,162484.55
f,32,1947.52,low,working,sales staff,rural,89273.17,346.49,n,y,2,709.63,0,active,5,commercial,urban,1,120664.85
m,56,2222.435,low,working,sales staff,rural,42441.98,286.43,n,n,1,669.38,0,unpossessed,6,residential,urban,1,79163.2
f,23,3507.71,low,working,managers,semi-urban,101583.05,622.47,y,y,3,690.79,0,unpossessed,10,commercial,urban,1,160718.08
m,18,1633.73,low,working,sales staff,semi-urban,57195.43,304.3,n,y,1,643.12,0,unpossessed,4,agriculture,semi-urban,0,100079.26
f,44,2125.18,low,working,medicine staff,rural,24589.0,118.82,y,y,3,697.14,0,inactive,6,commercial,semi-urban,1,37329.35
f,27,1375.16,low,working,laborers,semi-urban,46800.2,202.85,y,y,2,818.45,0,unpossessed,4,residential,urban,1,54183.78
m,30,1547.61,low,state servant,security staff,semi-urban,65692.57,308.72,n,n,1,733.67,0,unpossessed,4,residential,urban,1,102870.79
m,65,2863.88,high,pensioner,hr staff,semi-urban,161508.14,1149.22,y,y,2,825.38,0,inactive,8,industrial,rural,1,255636.03
m,33,1516.29,low,working,sales staff,semi-urban,94193.01,483.24,n,y,3,675.2,0,inactive,4,residential,semi-urban,1,136537.1
m,20,1236.42,high,working,sales staff,semi-urban,60121.53,388.87,n,y,1,712.26,0,unpossessed,3,agriculture,urban,1,98815.5
f,32,4406.48,low,working,laborers,semi-urban,96340.28,630.65,n,n,4,706.48,0,active,12,commercial,semi-urban,1,150213.54
f,52,4939.61,low,commercial associate,laborers,semi-urban,123902.83,374.95,y,y,4,649.61,0,inactive,14,industrial,semi-urban,0,154866.54
f,55,3063.67,low,working,laborers,semi-urban,15070.6,194.36,n,y,1,714.06,0,active,8,agriculture,semi-urban,1,21339.94
f,18,2222.435,low,working,security staff,semi-urban,88783.31,459.63,n,n,4,723.84,0,active,6,industrial,semi-urban,1,121660.64
f,35,2773.65,low,working,security staff,semi-urban,57784.15,392.16,y,y,3,692.43,0,unpossessed,8,residential,semi-urban,1,76366.54
m,19,4522.66,low,working,laborers,urban,122451.72,913.17,y,y,2,751.34,0,unpossessed,12,agriculture,urban,1,153690.04
m,33,1844.79,low,working,sales staff,semi-urban,33310.89,376.91,n,y,2,769.55,0,unpossessed,5,residential,rural,1,47467.42
f,18,4402.99,low,working,drivers,semi-urban,159349.91,601.75,y,y,2,755.43,1,inactive,12,agriculture,rural,1,225931.08
m,22,2963.58,low,working,laborers,semi-urban,49995.23,312.03,n,n,2,633.76,0,unpossessed,8,commercial,rural,1,80316.68
m,42,3314.29,low,working,managers,rural,289272.64,971.26,n,n,2,793.64,0,unpossessed,9,industrial,semi-urban,1,359269.49
m,54,2395.69,high,working,drivers,semi-urban,39773.72,196.65,n,y,2,805.39,0,unpossessed,7,industrial,urban,1,68110.75
f,56,2222.435,low,working,hr staff,semi-urban,103750.16,1013.57,y,n,1,690.92,0,active,6,industrial,urban,1,143900.19
m,65,3891.95,high,pensioner,hr staff,semi-urban,149431.89,656.66,n,y,1,735.55,0,inactive,11,residential,urban,1,182567.08
f,18,3462.03,low,working,sales staff,rural,97981.11,678.36,n,y,4,734.02,0,active,9,industrial,urban,1,121594.46
m,36,2381.8,low,commercial associate,cooking staff,semi-urban,83522.66,525.78,n,n,2,688.74,0,inactive,7,industrial,semi-urban,1,111869.65
m,42,1084.75,low,working,core staff,semi-urban,16689.26,127.88,n,n,2,825.07,0,unpossessed,3,agriculture,urban,1,24263.32
m,42,2834.45,low,working,hr staff,semi-urban,114013.91,412.26,n,y,1,847.48,0,inactive,8,residential,semi-urban,1,135252.42
m,63,2053.21,low,commercial associate,hr staff,semi-urban,156758.87,532.76,y,y,2,776.26,0,unpossessed,6,agriculture,rural,1,248194.96
m,56,2091.58,low,working,drivers,semi-urban,41716.77,200.97,y,y,1,791.13,0,unpossessed,6,residential,rural,1,48401.42
m,27,2222.435,low,working,core staff,semi-urban,105398.87,449.64,y,y,4,829.79,0,active,6,commercial,rural,1,137652.48
m,18,1974.08,low,working,hr staff,semi-urban,25803.06,159.26,n,n,3,685.67,0,inactive,5,industrial,semi-urban,1,39935.63
m,45,1751.12,low,working,core staff,rural,61803.91,335.29,n,y,2,685.48,1,inactive,5,industrial,rural,1,89127.74
f,34,2671.94,low,commercial associate,sales staff,semi-urban,94800.6,257.16,n,n,3,700.39,0,unpossessed,7,commercial,rural,1,135973.99
f,28,572.83,low,working,security staff,semi-urban,15558.9,171.15,y,y,4,685.05,1,active,2,commercial,rural,0,21301.12
f,18,4794.94,low,working,hr staff,semi-urban,68353.33,375.7,n,y,3,620.83,0,inactive,13,residential,urban,1,99553.89
f,29,2222.435,high,working,high skill tech staff,semi-urban,69872.46,346.3,n,n,4,716.68,0,inactive,6,residential,rural,1,116510.03
f,27,1515.81,low,working,laborers,semi-urban,77143.87,417.47,n,n,6,722.75,0,unpossessed,4,industrial,rural,1,127000.78
f,40,2319.88,low,commercial associate,sales staff,semi-urban,180605.4,699.45,n,y,2,734.77,0,active,6,industrial,urban,1,251837.38
f,21,1517.86,low,working,hr staff,semi-urban,28289.7,134.76,n,y,4,739.82,0,inactive,4,residential,rural,1,36441.27
f,43,1641.18,low,working,sales staff,rural,18493.77,97.58,y,y,2,713.33,0,active,4,industrial,semi-urban,1,20676.93
f,18,1769.89,low,commercial associate,sales staff,semi-urban,41099.61,188.13,n,y,3,746.68,0,inactive,5,agriculture,semi-urban,1,74049.32
f,58,1817.48,low,commercial associate,high skill tech staff,semi-urban,39343.24,205.95,n,y,3,798.61,0,unpossessed,5,commercial,semi-urban,1,63606.11
m,23,1123.82,low,working,laborers,semi-urban,110411.92,381.87,n,y,3,752.68,0,unpossessed,3,residential,semi-urban,1,136042.85
f,36,3261.93,low,commercial associate,hr staff,semi-urban,20972.84,216.75,n,y,2,830.8,0,unpossessed,9,industrial,urban,1,32662.62
f,62,1081.8,high,pensioner,hr staff,rural,41053.23,178.86,n,y,1,800.98,0,active,3,agriculture,rural,0,61532.29
f,42,1571.03,low,working,laborers,semi-urban,60346.98,391.48,y,y,3,605.69,0,active,4,industrial,urban,1,71392.56
